player_id,player_name,last_rank,last_rank_points,last_age,last_height,overall_elo,hand,career_matches,career_win_rate,recent_win_rate,hard_surface_win_rate,hard_surface_elo,clay_surface_win_rate,clay_surface_elo,grass_surface_win_rate,grass_surface_elo,carpet_surface_win_rate,carpet_surface_elo,unknown_surface_win_rate,unknown_surface_elo
106408,Mario Vilella Martinez,167.0,446.0,26.0,178.0,1542.6131756575705,R,9,0.4444444444444444,0.4444444444444444,0.5,1519.5417077436332,0.4,1511.9747519945988,0.0,1500.0,0.0,1500.0,0.0,1500.0
105657,Marius Copil,283.0,198.0,33.2,191.0,1565.189356041618,R,156,0.41025641025641024,0.3,0.4752475247524752,1610.2528597630228,0.25,1398.6693860901948,0.4,1459.8477852323472,0.0,1500.0,0.0,1500.0
108935,Marius Tangen,9999.0,0.0,18.7,0.0,1483.3194526859181,U,1,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1483.264966429169,0.0,1500.0
103586,Mariusz Fyrstenberg,9999.0,0.0,32.5,193.0,1456.3316752660332,L,14,0.35714285714285715,0.3,0.3333333333333333,1483.970725205551,0.3333333333333333,1467.011491226806,0.0,1500.0,0.5,1497.2818008178874,0.0,1500.0
207400,Mark Chigaazira,1322.0,3.0,19.9,0.0,1484.0,R,1,0.0,0.0,0.0,1484.0,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
103754,Mark Hilton,212.0,197.0,24.1,170.0,1474.0968514535177,L,5,0.2,0.2,0.0,1500.0,0.0,1500.0,0.2,1455.6649117574768,0.0,1500.0,0.0,1500.0
101956,Mark Knowles,9999.0,0.0,31.0,190.0,1476.3773538470818,R,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1475.931209267582,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
210136,Mark Lajal,224.0,260.0,21.3,191.0,1493.045369610571,R,6,0.3333333333333333,0.3333333333333333,0.5,1497.9801901653702,0.0,1484.1942985206545,0.0,1492.9943769214,0.0,1500.0,0.0,1500.0
102076,Mark Merklein,9999.0,0.0,31.5,188.0,1498.1355313764761,R,13,0.46153846153846156,0.4,0.5454545454545454,1522.0947546691812,0.0,1470.9658058359196,0.0,1500.0,0.0,1500.0,0.0,1500.0
103066,Mark Nielsen,9999.0,0.0,30.4,185.0,1521.95292966936,R,32,0.46875,0.6,0.47619047619047616,1503.511628612323,1.0,1529.9362081916015,0.0,1487.7982100621173,0.375,1475.28239319051,0.0,1500.0
